sex,race,base,target,pred,split
0,0,4,4,3.986196,1
0,0,4,5,3.9998932,1
0,0,1,3,0.9840635,1
0,0,2,3,2.9263926,2
0,0,2,4,2.0044384,1
0,0,2,3,3.428412,2
0,0,3,3,3.0128078,1
0,0,3,3,4.2528596,0
0,0,4,3,2.8802176,0
0,0,4,4,3.985832,1
0,0,2,3,1.4520643,0
0,0,3,3,3.0060315,1
0,0,5,5,4.0478454,0
0,0,3,3,1.6566255,0
0,0,2,3,1.9942948,1
0,0,3,3,3.6739454,2
0,0,3,3,2.9973023,1
0,0,2,3,2.0094576,1
0,0,3,3,3.0169811,1
0,0,4,3,4.0354915,1
0,0,1,3,0.94504344,1
0,0,1,2,2.2744274,2
0,0,2,3,2.0126283,1
0,0,5,4,4.4724646,2
0,0,2,3,2.0028815,1
0,0,4,3,3.2355454,0
0,0,3,4,3.0048351,1
0,0,2,3,2.001637,1
0,0,4,3,3.9987466,1
0,0,4,4,3.996564,1
0,0,3,3,3.001202,1
0,0,4,4,3.1961339,0
0,0,3,3,2.8706462,2
0,0,2,2,2.012269,1
0,0,3,4,2.7343616,2
0,0,4,3,3.749938,2
0,0,4,4,3.9937248,1
0,0,3,3,2.2958531,0
0,0,3,3,3.0234482,1
0,0,3,3,3.0423625,1
0,0,2,3,2.409329,2
0,0,3,3,3.0154462,1
0,0,3,4,2.9877021,1
0,0,1,2,1.0074368,1
0,0,1,3,0.99589705,1
0,0,5,5,4.4385924,0
0,0,3,3,2.8205776,2
0,0,4,3,2.884522,0
0,0,3,3,2.9958901,1
0,0,4,4,3.2955482,0
0,0,3,3,2.9934158,1
0,0,1,3,1.3841438,2
0,0,3,3,3.0051265,1
0,0,3,3,2.9460888,1
0,0,3,3,2.999499,1
0,0,4,4,4.3039646,2
0,0,4,5,3.9951296,1
0,0,5,4,5.01472,1
0,0,3,3,2.8418903,2
0,0,2,3,3.2282124,0
0,0,4,4,4.0017085,1
0,0,2,3,2.0115082,1
0,0,2,3,2.0040512,1
0,0,4,3,4.0219603,1
0,0,3,3,2.9011219,2
0,0,2,3,2.0094676,1
0,0,1,3,0.92612314,1
0,0,3,4,3.0161288,1
0,0,2,3,2.2274306,2
0,0,1,3,3.690422,0
0,0,1,2,0.958107,1
0,0,3,4,3.0138555,1
0,0,3,3,3.0243113,1
0,0,1,3,0.96290445,1
0,0,2,3,2.0169752,1
0,0,4,4,3.4756627,0
0,0,3,3,3.0242686,1
0,0,2,3,2.0048575,1
0,0,4,4,4.009449,1
0,0,2,3,2.0110865,1
0,0,2,3,1.9971832,1
0,0,3,3,2.9841905,1
0,0,3,3,3.028,1
0,0,4,3,3.9928312,1
0,0,3,3,2.9991055,1
0,0,3,3,3.0081706,1
0,0,3,3,2.9962873,1
0,0,3,3,3.0006666,1
0,0,3,3,3.019322,1
0,0,5,4,5.032984,1
0,0,2,3,2.003211,1
0,0,2,3,2.018658,1
0,0,2,3,2.0165393,1
0,0,2,4,2.7505527,2
0,0,3,3,2.9990458,1
0,0,3,3,2.994796,1
0,0,1,3,0.9738208,1
0,0,2,3,2.009487,1
0,0,4,3,4.010615,1
0,0,4,4,4.024357,1
0,0,5,4,5.003708,1
0,0,2,3,2.7595687,0
0,0,1,3,2.2594094,0
0,0,2,4,3.5004568,0
0,0,5,4,5.0681686,1
0,0,3,3,1.8720233,0
0,0,3,3,3.0051887,1
0,0,3,3,3.009974,1
0,0,3,3,2.7951784,0
0,0,2,3,2.102337,0
0,0,3,3,2.4511814,0
0,0,2,4,1.9921967,1
0,0,3,4,3.0003538,1
0,0,1,3,0.99468815,1
0,0,4,3,3.9936504,1
0,0,2,3,3.2385073,2
0,0,2,3,2.0066369,1
0,0,3,4,4.202033,0
0,0,3,3,2.5737143,2
0,0,1,3,1.01157,1
0,0,2,3,2.016934,1
0,0,4,3,3.9897134,1
0,0,3,3,2.998836,1
0,0,5,4,5.0389442,1
0,0,3,3,3.0042732,1
0,0,3,3,3.0025048,1
0,0,2,3,2.0166345,1
0,0,3,4,3.0260653,1
0,0,2,3,3.0857065,2
0,0,4,3,4.0043526,1
0,0,3,3,3.6013288,2
0,0,4,4,3.9986973,1
0,0,4,3,4.024272,1
0,0,3,3,2.9767995,2
0,0,5,4,5.027957,1
0,0,4,3,3.9973106,1
0,0,3,3,2.004961,0
0,0,2,3,1.9413826,0
0,0,2,3,2.004574,1
0,0,4,3,2.6062262,2
0,0,3,3,3.6476707,2
0,0,2,3,2.1061153,2
0,0,3,3,3.0289097,1
0,0,3,3,2.9981172,1
0,0,2,3,1.6779404,0
0,0,5,5,5.0363984,1
0,0,1,3,2.2235355,0
0,0,4,3,4.015581,1
0,0,5,4,2.9454885,0
0,0,4,3,3.4562507,2
0,0,3,3,3.478582,0
0,0,3,3,3.0147562,1
0,0,2,3,2.001227,1
0,0,4,3,3.5780323,0
0,0,2,3,3.2946253,0
0,0,3,3,3.2965045,2
0,0,5,5,5.040677,1
0,0,4,3,3.2259576,0
0,0,1,3,1.4972932,0
0,0,5,5,4.372186,0
0,0,4,3,3.6236732,2
0,0,4,4,3.623561,2
0,0,2,3,1.9977667,1
0,0,4,3,4.023294,1
0,0,3,3,3.0014908,1
0,0,2,3,2.0060234,1
0,0,4,3,2.7563267,2
0,0,4,4,3.4674788,0
0,0,3,3,2.0128071,2
0,0,1,1,0.95892566,1
0,0,4,4,4.011673,1
0,0,2,4,2.5671835,0
0,0,4,3,2.8201723,2
0,0,2,3,1.8333181,0
0,0,3,3,2.9724727,1
0,0,3,3,2.719419,0
0,0,4,4,3.0716593,2
0,0,2,3,2.0050523,1
0,0,3,3,3.9742444,2
0,0,2,3,2.0070438,1
0,0,3,3,2.988976,1
0,0,3,3,2.9999428,1
0,0,2,3,2.008339,1
0,0,1,3,1.0398817,1
0,0,2,3,1.3361791,0
0,0,2,3,1.9964491,1
0,0,3,3,3.0130763,1
0,0,3,3,3.0176713,1
0,0,5,4,3.8564541,0
0,0,4,5,4.006872,1
0,0,3,4,3.1322074,0
0,0,3,3,2.8841238,2
0,0,2,3,2.6953237,0
0,0,1,3,1.3569541,0
0,0,3,3,2.3687978,0
0,0,3,3,3.0008776,1
0,0,2,3,3.1965091,0
0,0,1,3,2.1291656,2
0,0,3,3,2.997004,1
0,0,4,4,3.6439848,2
0,0,5,4,4.6737227,2
0,0,2,3,2.6255765,0
0,0,2,3,2.0260751,1
0,0,4,3,3.9408746,1
0,0,3,3,3.0127606,1
0,0,5,3,5.05867,1
0,0,3,3,3.0102806,1
0,0,3,3,2.5908904,0
0,0,2,3,2.0095277,1
0,0,3,3,2.9925914,1
