sex,race,base,target,pred,split
0,0,3,5,3.0152185,1
0,0,3,4,3.0147645,1
0,0,1,3,2.4432118,0
0,0,2,3,2.008155,1
0,0,3,4,3.0090506,1
0,0,2,2,2.007754,1
0,0,3,3,3.020764,1
0,0,2,3,2.0088608,1
0,0,3,3,2.6541598,0
0,0,3,4,3.44955,0
0,0,2,3,2.0046434,1
0,0,2,3,2.0076025,1
0,0,4,4,3.9831133,0
0,0,1,3,1.4471117,0
0,0,2,3,2.2679284,0
0,0,2,3,1.9937055,1
0,0,1,3,1.8301401,0
0,0,2,3,1.9999847,1
0,0,2,3,2.0160277,1
0,0,2,3,3.156997,0
0,0,1,3,0.97266847,1
0,0,1,2,0.97035307,1
0,0,3,3,3.0150716,1
0,0,3,3,3.020848,1
0,0,2,2,2.0032325,1
0,0,1,3,0.9834047,1
0,0,3,3,2.5272632,0
0,0,2,3,2.1056073,0
0,0,3,3,3.0161583,1
0,0,4,4,3.9932606,1
0,0,3,3,3.0125659,1
0,0,2,3,1.9928498,1
0,0,2,3,1.4635346,0
0,0,1,1,0.99199796,1
0,0,4,5,4.0066237,1
0,0,2,3,1.9991736,1
0,0,3,3,3.00699,1
0,0,2,3,1.6592095,0
0,0,3,3,3.0122116,1
0,0,2,3,2.010086,1
0,0,2,2,1.9994366,1
0,0,2,3,2.0110369,0
0,0,2,4,2.000963,1
0,0,1,2,0.97219855,1
0,0,2,3,2.0036874,1
0,0,5,4,4.9958367,1
0,0,2,3,2.0019302,1
0,0,3,4,3.0161414,1
0,0,2,3,2.2094264,0
0,0,3,3,3.0115685,1
0,0,2,3,2.002695,1
0,0,1,2,1.0115213,0
0,0,3,3,3.0153258,1
0,0,1,3,0.9893949,1
0,0,1,3,1.5616822,0
0,0,2,4,2.0056524,1
0,0,3,5,3.769373,0
0,0,3,3,3.0218534,1
0,0,2,3,2.1870775,0
0,0,1,2,2.463805,0
0,0,4,4,4.0049357,1
0,0,2,2,2.0067618,1
0,0,1,3,2.40969,0
0,0,3,4,3.0117366,1
0,0,3,3,3.0117779,1
0,0,2,2,2.2977862,0
0,0,2,3,2.4563656,0
0,0,3,3,3.070917,0
0,0,1,3,0.9841525,1
0,0,1,3,3.2897928,0
0,0,2,2,1.9970238,1
0,0,3,4,3.2218318,0
0,0,1,3,0.9922538,1
0,0,1,2,1.6495125,0
0,0,2,2,2.0006928,1
0,0,3,4,3.0377767,0
0,0,2,3,2.0002508,1
0,0,2,3,2.0067048,1
0,0,3,3,3.8039384,0
0,0,2,2,2.007349,1
0,0,2,3,2.0004244,1
0,0,3,3,3.019723,1
0,0,2,3,2.303306,0
0,0,3,3,3.0170288,1
