sex,race,base,target,pred,split
0,0,4,3,4.0121617,1
0,0,5,3,5.038596,1
0,0,3,1,3.0057454,1
0,0,3,2,2.9555159,2
0,0,4,3,4.0038185,1
0,0,3,2,3.2213278,2
0,0,3,3,2.9785194,1
0,0,3,2,4.150668,0
0,0,3,3,2.9879572,0
0,0,4,3,4.0061016,1
0,0,3,2,2.9547682,0
0,0,3,2,2.9687417,1
0,0,5,4,4.1476207,0
0,0,3,1,2.9546075,0
0,0,3,2,3.0052497,1
0,0,3,2,3.170296,2
0,0,3,1,2.993031,1
0,0,3,2,2.962694,1
0,0,3,2,3.0560913,1
0,0,3,2,3.0506496,1
0,0,3,1,2.9373462,1
0,0,2,1,2.9355903,2
0,0,3,3,2.9877374,1
0,0,4,3,4.334959,2
0,0,3,2,3.0278869,1
0,0,3,1,2.997644,0
0,0,4,3,4.0229235,1
0,0,3,2,2.9319541,1
0,0,3,3,3.034833,1
0,0,4,4,3.9843044,1
0,0,3,3,3.0461578,1
0,0,4,2,3.0668478,0
0,0,3,2,2.9866781,2
0,0,2,1,2.889658,1
0,0,4,4,3.7122211,2
0,0,3,2,3.045485,2
0,0,4,3,4.0339317,1
0,0,3,2,2.9981337,0
0,0,3,3,3.0305574,1
0,0,3,2,2.969886,1
0,0,3,2,2.9055579,2
0,0,3,2,2.9815726,1
0,0,4,2,4.0199623,1
0,0,2,1,2.9024572,1
0,0,3,2,2.950803,1
0,0,5,5,4.138316,0
0,0,3,2,2.9741073,2
0,0,3,3,3.3611994,0
0,0,3,2,2.9513276,1
0,0,4,3,3.542494,0
0,0,3,2,2.9466588,1
0,0,3,1,2.958405,2
0,0,3,3,2.9267259,1
0,0,3,1,2.9932578,1
0,0,3,1,2.9684582,1
0,0,4,2,3.9853733,2
0,0,5,3,5.0264807,1
0,0,4,3,4.0177693,1
0,0,3,2,3.01539,2
0,0,3,1,3.0795665,0
0,0,4,4,4.0212054,1
0,0,3,2,2.9390295,1
0,0,3,1,2.958767,1
0,0,3,3,3.0138252,1
0,0,3,3,2.9505875,2
0,0,3,2,2.961182,1
0,0,3,2,2.9239314,1
0,0,4,3,4.013442,1
0,0,3,1,2.9356837,2
0,0,3,1,2.9421387,0
0,0,2,2,2.904688,1
0,0,4,3,3.9987826,1
0,0,3,1,2.977581,1
0,0,3,1,2.9879885,1
0,0,3,2,2.9882874,1
0,0,4,3,3.9111438,0
0,0,3,2,2.9579723,1
0,0,3,2,2.9770792,1
0,0,4,3,4.0032063,1
0,0,3,2,2.9837015,1
0,0,3,2,2.9695945,1
0,0,3,3,2.9734602,1
0,0,3,2,2.9866946,1
0,0,3,3,2.9845486,1
0,0,3,2,3.0317597,1
0,0,3,2,2.9399314,1
0,0,3,2,2.9846115,1
0,0,3,2,2.9899666,1
0,0,3,2,2.9568453,1
0,0,4,3,4.0029182,1
0,0,3,2,3.0148525,1
0,0,3,2,3.0066166,1
0,0,3,2,3.0178587,1
0,0,4,2,3.063758,2
0,0,3,1,2.978799,1
0,0,3,3,2.9939857,1
0,0,3,1,3.0204341,1
0,0,3,2,2.9570673,1
0,0,3,3,3.0122344,1
0,0,4,3,4.0187836,1
0,0,4,4,4.0214434,1
0,0,3,2,3.1013625,0
0,0,3,2,2.9969008,0
0,0,4,2,4.131262,0
0,0,4,3,4.022423,1
0,0,3,3,2.9832969,0
0,0,3,3,2.9752893,1
0,0,3,2,2.9344223,1
0,0,3,2,2.9768121,0
0,0,3,1,2.962432,0
0,0,3,1,3.025465,0
0,0,4,4,3.9800575,1
0,0,4,2,4.0320683,1
0,0,3,2,2.9443026,1
0,0,3,3,3.0342402,1
0,0,3,3,3.0151992,2
0,0,3,2,2.9616394,1
0,0,4,4,3.006939,0
0,0,3,1,2.987164,2
0,0,3,1,2.9885364,1
0,0,3,2,2.938118,1
0,0,3,2,2.9872112,1
0,0,3,3,3.0066323,1
0,0,4,4,4.069755,1
0,0,3,3,2.9351816,1
0,0,3,2,2.972371,1
0,0,3,3,3.0241387,1
0,0,4,2,4.01055,1
0,0,3,1,2.9995995,2
0,0,3,3,2.9609356,1
0,0,3,2,2.9869103,2
0,0,4,4,3.9931717,1
0,0,3,2,2.9637976,1
0,0,3,2,3.0007286,2
0,0,4,3,4.0109167,1
0,0,3,3,2.953502,1
0,0,3,3,2.9264736,0
0,0,3,2,2.9024699,0
0,0,3,2,2.9633756,1
0,0,3,3,2.976927,2
0,0,3,2,3.1253037,2
0,0,3,2,2.9778757,2
0,0,3,2,2.945678,1
0,0,3,3,2.946121,1
0,0,3,3,2.98976,0
0,0,5,4,5.058131,1
0,0,3,2,3.2250564,0
0,0,3,2,3.0455945,1
0,0,4,3,3.168286,0
0,0,3,2,3.0044546,2
0,0,3,2,2.9589424,0
0,0,3,2,2.9744985,1
0,0,3,2,2.9823463,1
0,0,3,3,2.9620237,0
0,0,3,1,2.9823976,0
0,0,3,2,2.9702168,2
0,0,5,3,5.0527706,1
0,0,3,3,2.9766388,0
0,0,3,1,3.0335417,0
0,0,5,4,4.8816566,0
0,0,3,3,3.0183594,2
0,0,4,3,3.32758,2
0,0,3,2,2.9866617,1
0,0,3,4,3.0041642,1
0,0,3,2,2.9755468,1
0,0,3,3,2.947775,1
0,0,3,1,2.9934165,2
0,0,4,3,4.280065,0
0,0,3,2,2.9820228,2
0,0,1,2,2.8352714,1
0,0,4,3,4.0285835,1
0,0,4,2,2.9644518,0
0,0,3,3,3.012499,2
0,0,3,2,2.9776666,0
0,0,3,2,2.9348702,1
0,0,3,2,2.9810503,0
0,0,4,2,3.044349,2
0,0,3,1,3.0330667,1
0,0,3,3,3.40655,2
0,0,3,2,2.987455,1
0,0,3,2,2.9818587,1
0,0,3,3,3.0181336,1
0,0,3,2,3.0057535,1
0,0,3,3,3.0320923,1
0,0,3,1,2.9437683,0
0,0,3,2,3.036121,1
0,0,3,2,2.9662802,1
0,0,3,3,2.95689,1
0,0,4,3,3.3172743,0
0,0,5,4,5.041193,1
0,0,4,3,2.9893339,0
0,0,3,3,3.017546,2
0,0,3,3,3.0510705,0
0,0,3,1,2.9503021,0
0,0,3,1,2.9811425,0
0,0,3,3,2.97018,1
0,0,3,3,3.057547,0
0,0,3,1,2.9420447,2
0,0,3,3,3.0363073,1
0,0,4,4,3.362341,2
0,0,4,4,4.478612,2
0,0,3,2,2.9634364,0
0,0,3,2,3.0108023,1
0,0,3,3,3.0192885,1
0,0,3,4,2.9374323,1
0,0,3,3,2.9970522,1
0,0,3,3,2.9924073,1
0,0,3,2,2.9603016,0
0,0,3,3,2.9373746,1
0,0,3,2,2.9835696,1
0,0,3,3,3.335358,2
0,0,3,2,2.9611099,1
0,0,3,1,3.004627,2
0,0,3,3,2.9981198,1
0,0,3,2,2.965777,1
0,0,4,3,4.0082655,1
0,0,4,2,2.9875567,2
0,0,4,3,3.9994555,1
0,0,3,3,3.0759282,0
0,0,3,1,3.0898876,1
0,0,3,2,2.9646792,1
0,0,5,3,5.021132,1
0,0,5,4,4.1379786,0
0,0,3,3,3.0204628,1
0,0,3,2,2.9705768,1
0,0,5,3,4.181369,0
0,0,3,3,3.0061226,1
0,0,3,1,2.976035,1
0,0,3,3,2.9814167,1
0,0,4,4,3.178434,0
0,0,3,3,3.0319328,2
0,0,4,3,2.9855003,2
0,0,3,2,2.9680648,1
0,0,4,4,3.9228785,2
0,0,3,3,2.9558148,1
0,0,3,2,2.9954972,1
0,0,3,2,2.9717307,2
0,0,3,2,2.9774046,0
0,0,3,2,2.9602468,1
0,0,2,1,2.91462,1
0,0,3,1,3.012349,1
0,0,4,3,3.0393085,2
0,0,3,3,2.9790103,2
0,0,3,1,2.9552917,0
0,0,3,2,2.9450288,1
0,0,3,1,2.9782257,1
0,0,3,2,2.9507792,1
0,0,3,1,2.9932559,0
0,0,3,1,2.9856005,1
0,0,4,2,3.983805,1
0,0,3,1,2.9713345,1
0,0,4,3,3.4680552,2
0,0,3,3,2.9454978,1
0,0,3,2,2.985172,1
0,0,3,3,3.729532,0
0,0,4,1,3.2048147,0
0,0,3,3,3.0702028,1
0,0,3,1,2.967309,1
0,0,3,2,2.9705892,1
0,0,3,2,2.9744885,1
0,0,3,1,2.9695725,0
0,0,3,2,2.9422774,1
0,0,4,3,4.0004277,1
0,0,3,2,4.255272,0
0,0,3,2,2.9658527,1
0,0,3,2,2.9868133,0
0,0,3,2,3.1749237,0
0,0,5,4,5.030675,1
0,0,3,1,3.005877,0
0,0,3,3,3.0594406,0
0,0,3,2,2.9217405,1
0,0,3,2,2.985886,1
0,0,3,4,2.9886503,1
0,0,3,2,3.060441,0
