sex,race,base,target,pred,split
0,0,4.116666666666666,3,4.154502,1
0,0,3.55,3,3.5655231,1
0,0,2.1333333333333333,1,2.1386755,1
0,0,2.4833333333333334,2,2.7389584,2
0,0,3.3,3,3.3115358,1
0,0,2.6,2,3.1478076,2
0,0,2.55,3,2.5627034,1
0,0,2.75,2,3.500875,0
0,0,2.9,3,2.7345433,0
0,0,3.816666666666667,3,3.8361337,1
0,0,2.1,2,2.369545,0
0,0,2.316666666666667,2,2.3012233,1
0,0,4.366666666666666,4,4.0570707,0
0,0,2.65,1,2.4705017,0
0,0,2.9833333333333334,2,2.9869342,1
0,0,2.783333333333333,2,2.9555478,2
0,0,2.85,1,2.842134,1
0,0,2.216666666666667,2,2.226363,1
0,0,2.7333333333333334,2,2.727642,1
0,0,2.8833333333333333,2,2.905458,1
0,0,1.9833333333333336,1,1.9849348,1
0,0,1.8833333333333333,1,2.491274,2
0,0,2.55,3,2.5592375,1
0,0,4.083333333333333,3,4.12132,2
0,0,2.55,2,2.5397236,1
0,0,2.066666666666667,1,3.0232933,0
0,0,3.15,3,3.1598277,1
0,0,2.683333333333333,2,2.696158,1
0,0,3.0,3,2.9972363,1
0,0,3.7666666666666666,4,3.7752557,1
0,0,2.816666666666667,3,2.82045,1
0,0,2.8,2,3.000715,0
0,0,2.7333333333333334,2,2.6844885,2
0,0,1.6333333333333333,1,1.7269584,1
0,0,4.2,4,4.057356,2
0,0,2.966666666666667,2,2.6674685,2
0,0,3.2666666666666666,3,3.2693608,1
0,0,2.65,2,2.7024252,0
0,0,2.933333333333333,3,2.9427648,1
0,0,2.6166666666666667,2,2.634041,1
0,0,2.0166666666666666,2,2.146511,2
0,0,2.466666666666667,2,2.4818323,1
0,0,2.933333333333333,2,2.9340348,1
0,0,1.9,1,1.9238216,1
0,0,2.316666666666667,2,2.3178844,1
0,0,4.4,5,4.1687193,0
0,0,2.65,2,2.9671907,2
0,0,3.5833333333333335,3,3.27705,0
0,0,2.3666666666666667,2,2.373852,1
0,0,3.7,3,2.9673345,0
0,0,2.5833333333333335,2,2.5844805,1
0,0,2.05,1,2.0106986,2
0,0,3.283333333333333,3,3.292686,1
0,0,2.35,1,2.3545074,1
0,0,2.35,1,2.3569841,1
0,0,3.5833333333333335,2,3.9866917,2
0,0,3.933333333333333,3,3.9649582,1
0,0,3.6,3,3.6201642,1
0,0,2.683333333333333,2,2.9380453,2
0,0,2.15,1,2.663731,0
0,0,3.55,4,3.5750241,1
0,0,2.283333333333333,2,2.2953339,1
0,0,2.183333333333333,1,2.2041059,1
0,0,2.9833333333333334,3,2.9818873,1
0,0,2.8666666666666667,3,2.6151016,2
0,0,2.4,2,2.402608,1
0,0,2.433333333333333,2,2.4617963,1
0,0,3.65,3,3.6671958,1
0,0,2.4166666666666665,1,2.579961,2
0,0,2.216666666666667,1,2.3160834,0
0,0,1.8333333333333333,2,1.8626761,1
0,0,3.3,3,3.3066192,1
0,0,2.5166666666666666,1,2.53538,1
0,0,1.9166666666666667,1,1.9364258,1
0,0,2.433333333333333,2,2.4434466,1
0,0,3.1666666666666665,3,2.801039,0
0,0,2.9,2,2.8951716,1
0,0,2.65,2,2.6473684,1
0,0,3.95,3,3.9681087,1
0,0,2.3,2,2.3220687,1
0,0,2.45,2,2.4559298,1
0,0,3.2,3,3.2006342,1
0,0,2.6333333333333333,2,2.638949,1
0,0,3.05,3,3.060301,1
0,0,2.7,2,2.7094607,1
0,0,2.7333333333333334,2,2.729704,1
